order_id,order_value,category,payment_mode,pincode,timestamp,agent_id,agent_age_days,intent_category,intent_max_price,intent_key_attribute,order_category,order_price,order_key_attribute,user_id,user_historical_avg_order_value,user_historical_category,user_account_age_days,device_ip_consistency,user_past_over_budget_kept_rate,category_match,price_within_budget,attribute_match,preference_fit_signal,is_fraud,is_return_or_mismatch
68b3d8bf,4053.88,fashion,prepaid,50003,2026-02-10T18:41:00,agent_44,143,fashion,6156.66,attr_5,fashion,4053.88,attr_5,user_250,4125.0,fashion,445,1,0.26,1,1,1,0.182,0,0
6c127510,2363.87,groceries,prepaid,50004,2026-01-01T21:12:00,agent_2,97,groceries,3142.09,attr_1,groceries,2363.87,attr_1,user_398,5137.9,groceries,630,1,0.75,1,1,1,0.525,0,0
244b7d4d,1714.52,fashion,prepaid,500018,2026-02-24T05:02:00,agent_55,109,fashion,1716.38,attr_5,fashion,1714.52,attr_5,user_33,5877.4,fashion,507,1,0.05,1,1,1,0.035,0,0
29681351,3501.42,flights,prepaid,500016,2026-04-26T02:03:00,agent_28,11,flights,2788.42,attr_2,flights,3501.42,attr_3,user_115,4258.04,groceries,1441,1,0.49,1,0,0,0.147,0,0
39dc66e2,4316.84,electronics,prepaid,50001,2026-01-21T22:38:00,agent_11,116,electronics,6690.48,attr_2,electronics,4316.84,attr_2,user_357,1651.32,electronics,1351,1,0.43,1,1,1,0.301,0,0
bdb8fd85,4356.92,electronics,prepaid,500010,2026-05-12T21:49:00,agent_14,165,electronics,7043.64,attr_2,electronics,4356.92,attr_2,user_495,4662.7,footwear,935,1,0.05,1,1,1,0.015,0,0
4f1508f0,802.21,groceries,COD,500010,2026-02-24T11:41:00,agent_52,406,groceries,1267.35,attr_4,groceries,802.21,attr_4,user_382,3582.95,groceries,128,1,0.87,1,1,1,0.609,1,0
5d8a39f5,6225.96,footwear,prepaid,500015,2026-02-01T12:04:00,agent_40,42,footwear,6410.43,attr_5,footwear,6225.96,attr_5,user_280,2526.23,footwear,859,1,0.47,1,1,1,0.329,0,0
58dfef9c,9890.46,footwear,prepaid,50006,2026-01-08T03:16:00,agent_31,5,footwear,7559.24,attr_3,footwear,9890.46,attr_3,user_437,2353.05,home,152,1,0.28,1,0,1,0.084,1,0
43e5e9a6,7694.87,flights,COD,50001,2026-02-25T12:06:00,agent_25,119,flights,5096.38,attr_4,flights,7694.87,attr_4,user_152,4111.74,groceries,826,1,0.31,1,0,1,0.093,0,0
29d9cefc,2701.76,home,COD,500020,2026-03-04T01:54:00,agent_41,450,home,4302.49,attr_4,home,2701.76,attr_4,user_14,2408.61,electronics,472,0,0.65,1,1,1,0.195,1,0
20aa2a28,4782.82,flights,prepaid,500012,2026-01-25T06:15:00,agent_46,48,flights,5766.18,attr_3,flights,4782.82,attr_3,user_73,4991.28,footwear,1333,1,0.7,1,1,1,0.21,0,0
461a3054,5842.24,groceries,COD,50003,2026-04-13T23:11:00,agent_33,69,groceries,4184.31,attr_1,groceries,5842.24,attr_2,user_102,5603.91,groceries,776,1,0.82,1,0,0,0.574,1,0
ec9f0cfc,4385.63,fashion,prepaid,50007,2026-04-08T11:45:00,agent_53,87,fashion,5509.64,attr_3,fashion,4385.63,attr_3,user_323,4156.17,fashion,792,1,0.71,1,1,1,0.497,1,0
576ef775,10512.64,flights,COD,50007,2026-01-20T04:21:00,agent_51,100,flights,7714.36,attr_3,flights,10512.64,attr_3,user_122,3585.77,flights,1107,1,0.98,1,0,1,0.686,0,0
da8576a2,1651.45,groceries,prepaid,50005,2026-05-12T17:04:00,agent_31,258,groceries,2046.15,attr_4,groceries,1651.45,attr_4,user_353,3721.9,groceries,1160,1,0.28,1,1,1,0.196,0,0
e350b405,3715.78,groceries,prepaid,50006,2026-01-29T09:54:00,agent_32,26,groceries,4570.17,attr_4,groceries,3715.78,attr_4,user_19,1860.65,groceries,1413,1,0.8,1,1,1,0.56,1,0
890f34de,567.01,electronics,prepaid,500016,2026-01-14T11:21:00,agent_10,241,electronics,689.39,attr_3,electronics,567.01,attr_3,user_10,2005.5,electronics,1463,1,0.2,1,1,1,0.14,0,0
24a89b83,4141.32,fashion,COD,50002,2026-03-12T23:21:00,agent_8,256,fashion,4604.35,attr_5,fashion,4141.32,attr_5,user_478,2268.23,fashion,1449,1,1.0,1,1,1,0.7,0,0
44095434,9991.17,fashion,COD,500019,2026-03-22T11:09:00,agent_51,53,fashion,7136.09,attr_3,fashion,9991.17,attr_3,user_313,951.65,fashion,124,1,0.98,1,0,1,0.686,1,0
8e35f84f,780.94,groceries,COD,500012,2026-05-08T06:25:00,agent_35,475,groceries,1049.32,attr_1,groceries,780.94,attr_1,user_422,2899.43,groceries,1213,1,0.93,1,1,1,0.651,0,0
b4748fe7,4730.71,flights,COD,500018,2026-02-19T06:51:00,agent_28,6,flights,4803.13,attr_1,flights,4730.71,attr_1,user_428,3299.29,flights,1225,1,0.54,1,1,1,0.378,0,0
09657b61,6395.5,electronics,prepaid,50005,2026-01-16T23:29:00,agent_57,39,electronics,7895.38,attr_5,electronics,6395.5,attr_5,user_83,2932.18,electronics,900,1,0.67,1,1,1,0.469,0,0
f567364e,4545.23,flights,COD,50001,2026-03-29T19:42:00,agent_15,2,flights,3225.23,attr_1,flights,4545.23,attr_3,user_331,4017.7,flights,1015,1,0.14,1,0,0,0.098,0,1
97889ef3,557.52,footwear,COD,50001,2026-04-25T13:07:00,agent_59,129,footwear,891.44,attr_4,footwear,557.52,attr_4,user_405,3552.96,footwear,1026,1,0.07,1,1,1,0.049,1,0
30be5331,4237.11,groceries,COD,500018,2026-03-17T03:08:00,agent_9,40,groceries,6300.11,attr_5,groceries,4237.11,attr_5,user_91,4484.15,groceries,1370,1,0.49,1,1,1,0.343,0,0
03b98478,1642.37,flights,prepaid,500016,2026-01-08T04:31:00,agent_9,55,flights,1870.65,attr_1,flights,1642.37,attr_1,user_219,5690.82,flights,796,0,0.37,1,1,1,0.259,0,0
195f5f68,9328.1,footwear,COD,50001,2026-02-14T16:17:00,agent_47,159,footwear,5933.54,attr_1,footwear,9328.1,attr_5,user_166,4528.75,electronics,1117,1,0.7,1,0,0,0.21,0,1
053cb4eb,3917.72,flights,prepaid,50007,2026-03-05T13:37:00,agent_9,196,flights,5078.33,attr_1,flights,3917.72,attr_1,user_24,2124.66,electronics,1343,1,0.86,1,1,1,0.258,0,0
5cd14dc7,6260.01,home,COD,500018,2026-04-26T22:29:00,agent_32,702,home,6926.28,attr_5,home,6260.01,attr_5,user_38,5008.72,home,81,0,0.4,1,1,1,0.28,1,0
f82c054e,1973.76,home,prepaid,500015,2026-01-04T20:36:00,agent_58,227,home,2591.6,attr_2,home,1973.76,attr_2,user_467,5603.43,home,609,1,0.59,1,1,1,0.413,0,0
af320de9,4316.82,home,COD,500019,2026-02-23T03:58:00,agent_51,0,home,6926.69,attr_2,home,4316.82,attr_2,user_233,5247.64,home,236,1,0.19,1,1,1,0.133,1,0
7aa13bf8,903.13,electronics,COD,50009,2026-02-26T03:26:00,agent_7,125,electronics,986.06,attr_4,electronics,903.13,attr_4,user_35,5878.42,electronics,467,1,0.76,1,1,1,0.532,0,0
988cde89,2092.88,home,COD,50009,2026-02-04T19:40:00,agent_1,147,home,2484.62,attr_4,home,2092.88,attr_4,user_177,974.28,footwear,1097,0,0.48,1,1,1,0.144,0,0
843f550b,6867.25,flights,COD,500015,2026-03-22T00:39:00,agent_59,116,flights,7950.0,attr_5,flights,6867.25,attr_5,user_322,1469.22,flights,888,1,0.18,1,1,1,0.126,0,0
57b6c02b,5587.87,fashion,prepaid,500017,2026-01-11T14:58:00,agent_44,157,fashion,7206.74,attr_3,fashion,5587.87,attr_3,user_123,1232.85,home,1338,1,0.02,1,1,1,0.006,0,0
9813f6de,2414.57,flights,COD,500018,2026-04-19T00:14:00,agent_27,49,flights,2689.58,attr_5,flights,2414.57,attr_5,user_94,3420.53,flights,981,1,0.09,1,1,1,0.063,0,0
784ecd9c,4532.28,footwear,prepaid,50009,2026-05-06T09:48:00,agent_37,110,footwear,6608.95,attr_1,footwear,4532.28,attr_1,user_119,1495.7,footwear,994,1,0.52,1,1,1,0.364,0,0
2e48856b,1695.5,home,COD,50003,2026-05-01T15:00:00,agent_36,7,home,1936.9,attr_2,home,1695.5,attr_2,user_251,597.07,home,96,1,0.05,1,1,1,0.035,0,0
0052871c,3595.56,fashion,COD,50005,2026-03-04T07:49:00,agent_49,156,fashion,2831.7,attr_1,fashion,3595.56,attr_4,user_91,2598.57,fashion,92,0,0.17,1,0,0,0.119,0,0
0406ce7b,5122.43,groceries,prepaid,500010,2026-01-30T11:06:00,agent_54,517,groceries,3913.01,attr_1,groceries,5122.43,attr_2,user_93,3333.42,electronics,1067,1,0.85,1,0,0,0.255,0,0
70c72c05,7452.61,home,COD,500013,2026-03-11T11:45:00,agent_7,64,home,6761.09,attr_3,home,7452.61,attr_2,user_77,2581.6,home,388,1,0.36,1,0,0,0.252,0,0
db0e52eb,806.76,flights,COD,500011,2026-01-29T02:43:00,agent_21,254,flights,935.21,attr_5,flights,806.76,attr_5,user_179,503.14,groceries,257,0,0.04,1,1,1,0.012,1,0
23178968,2865.72,footwear,prepaid,500017,2026-05-08T02:26:00,agent_15,62,footwear,3150.86,attr_5,footwear,2865.72,attr_5,user_78,1174.54,footwear,525,1,0.87,1,1,1,0.609,1,0
4700f13f,6602.71,flights,COD,500016,2026-04-20T09:38:00,agent_36,82,flights,4579.18,attr_3,flights,6602.71,attr_4,user_253,5038.34,flights,1197,1,0.92,1,0,0,0.644,0,0
3be1358d,9642.69,groceries,COD,500017,2026-01-14T07:02:00,agent_10,196,electronics,7175.99,attr_5,groceries,9642.69,attr_2,user_485,1889.82,electronics,465,1,0.41,0,0,0,0.123,1,0
50507678,6350.75,fashion,COD,500014,2026-04-20T05:12:00,agent_19,54,fashion,4314.07,attr_4,fashion,6350.75,attr_1,user_286,4244.14,fashion,315,1,0.29,1,0,0,0.203,0,1
b7f9435b,1824.82,groceries,COD,50007,2026-03-03T23:50:00,agent_38,299,groceries,2308.04,attr_1,groceries,1824.82,attr_1,user_60,3518.77,groceries,1491,1,0.49,1,1,1,0.343,0,0
59170eea,6956.08,groceries,COD,50005,2026-05-17T17:24:00,agent_35,16,groceries,7823.66,attr_3,groceries,6956.08,attr_3,user_169,585.21,groceries,566,1,0.18,1,1,1,0.126,1,0
80127a27,6691.74,flights,COD,500013,2026-02-17T03:40:00,agent_7,91,flights,6803.42,attr_1,flights,6691.74,attr_1,user_279,1192.25,flights,27,0,0.6,1,1,1,0.42,0,0
1255339a,1376.88,groceries,COD,50008,2026-01-06T02:11:00,agent_42,118,groceries,1550.03,attr_2,groceries,1376.88,attr_2,user_152,2457.71,groceries,470,1,0.37,1,1,1,0.259,0,0
c1221155,2760.64,groceries,COD,50004,2026-02-09T13:10:00,agent_19,87,groceries,1858.04,attr_3,groceries,2760.64,attr_3,user_410,4488.13,groceries,75,1,0.94,1,0,1,0.658,0,0
59f3447e,11670.43,flights,COD,50002,2026-03-16T11:35:00,agent_37,13,electronics,7442.69,attr_5,flights,11670.43,attr_5,user_481,1390.62,electronics,869,1,0.73,0,0,1,0.219,1,0
df28a47b,4276.2,footwear,prepaid,50005,2026-01-02T22:05:00,agent_53,485,footwear,2991.05,attr_3,footwear,4276.2,attr_3,user_194,3092.05,footwear,648,0,0.71,1,0,1,0.497,0,0
38e75a11,5529.25,fashion,prepaid,500015,2026-01-24T11:59:00,agent_41,161,fashion,4130.56,attr_5,fashion,5529.25,attr_5,user_373,886.82,fashion,1387,1,0.96,1,0,1,0.672,0,0
02944113,5453.92,electronics,COD,500012,2026-03-11T00:30:00,agent_31,150,electronics,5853.17,attr_2,electronics,5453.92,attr_2,user_329,1740.07,electronics,1436,1,0.81,1,1,1,0.567,1,0
40f32fb1,6372.78,fashion,COD,500016,2026-04-01T12:26:00,agent_6,92,fashion,7015.29,attr_1,fashion,6372.78,attr_1,user_142,4132.29,fashion,1455,1,0.23,1,1,1,0.161,0,0
0227befe,2611.45,fashion,prepaid,50007,2026-01-11T06:22:00,agent_23,162,fashion,3196.18,attr_2,fashion,2611.45,attr_2,user_261,2137.32,fashion,1292,1,0.44,1,1,1,0.308,0,0
5081f484,2593.54,electronics,COD,50007,2026-04-13T03:41:00,agent_8,19,electronics,2765.22,attr_1,electronics,2593.54,attr_1,user_219,560.59,fashion,580,1,0.11,1,1,1,0.033,0,0
db50b429,9512.36,fashion,COD,500014,2026-01-07T02:56:00,agent_10,2,fashion,6690.45,attr_2,fashion,9512.36,attr_2,user_170,2268.57,fashion,782,0,0.01,1,0,1,0.007,1,0
9c72abd3,9955.29,electronics,COD,50008,2026-03-11T23:04:00,agent_53,39,groceries,6429.33,attr_3,electronics,9955.29,attr_5,user_479,4594.66,groceries,845,1,0.54,0,0,0,0.162,1,0
18c70c0b,6071.52,electronics,COD,500017,2026-02-18T08:43:00,agent_16,3,electronics,5650.36,attr_5,electronics,6071.52,attr_5,user_173,988.95,groceries,994,1,0.61,1,0,1,0.183,1,0
585ffa4c,2573.32,electronics,prepaid,500011,2026-02-28T12:09:00,agent_30,49,electronics,2786.11,attr_2,electronics,2573.32,attr_2,user_244,3093.12,electronics,1382,1,0.68,1,1,1,0.476,0,0
248fbba2,1684.11,flights,prepaid,500015,2026-01-09T06:08:00,agent_16,303,flights,2041.69,attr_5,flights,1684.11,attr_5,user_23,2471.73,flights,631,1,0.57,1,1,1,0.399,0,1
5557e72a,5254.14,fashion,prepaid,50009,2026-04-19T12:49:00,agent_44,162,fashion,5805.37,attr_5,fashion,5254.14,attr_5,user_341,4567.74,home,120,1,0.36,1,1,1,0.108,0,0
3f8d5819,2171.31,electronics,COD,500013,2026-05-10T06:09:00,agent_3,104,electronics,3508.07,attr_5,electronics,2171.31,attr_5,user_395,2147.31,electronics,360,1,0.31,1,1,1,0.217,0,1
7a23087e,3563.37,footwear,prepaid,500020,2026-02-11T18:51:00,agent_19,72,footwear,5686.88,attr_1,footwear,3563.37,attr_1,user_395,5385.16,footwear,570,0,0.84,1,1,1,0.588,1,0
1fd562a5,1712.62,groceries,COD,50003,2026-05-17T15:27:00,agent_36,182,groceries,2174.33,attr_3,groceries,1712.62,attr_3,user_319,4330.85,home,537,1,0.13,1,1,1,0.039,1,0
8176735b,1873.45,fashion,COD,50005,2026-04-03T11:05:00,agent_53,106,fashion,1996.44,attr_5,fashion,1873.45,attr_5,user_233,1518.25,electronics,753,1,0.31,1,1,1,0.093,0,0
dfb9fa0e,1517.51,fashion,prepaid,500018,2026-01-04T16:33:00,agent_26,308,fashion,2337.49,attr_3,fashion,1517.51,attr_3,user_244,3651.38,fashion,828,1,0.61,1,1,1,0.427,0,0
7abc2ce5,8030.93,flights,prepaid,500012,2026-01-27T19:48:00,agent_28,106,flights,6864.43,attr_2,flights,8030.93,attr_2,user_186,3299.03,groceries,631,1,0.53,1,0,1,0.159,1,0
ee00c622,4241.51,electronics,COD,500018,2026-05-13T06:07:00,agent_3,133,electronics,4667.1,attr_4,electronics,4241.51,attr_4,user_196,1538.05,footwear,910,0,0.31,1,1,1,0.093,0,1
8d289db7,2537.47,home,COD,500017,2026-04-09T12:48:00,agent_49,70,home,3195.33,attr_2,home,2537.47,attr_2,user_217,1952.07,home,844,1,0.47,1,1,1,0.329,0,0
8e5136a3,1277.33,fashion,COD,500011,2026-02-05T10:09:00,agent_56,262,fashion,1078.39,attr_3,fashion,1277.33,attr_3,user_261,1704.25,groceries,752,0,0.24,1,0,1,0.072,0,0
ccb65291,1037.3,flights,prepaid,50001,2026-03-03T04:35:00,agent_12,73,flights,663.47,attr_5,flights,1037.3,attr_5,user_28,4698.85,flights,956,1,0.14,1,0,1,0.098,0,0
2e6b994d,6403.5,groceries,prepaid,50008,2026-01-04T04:53:00,agent_10,320,groceries,7455.68,attr_5,groceries,6403.5,attr_5,user_82,3282.77,groceries,322,1,0.78,1,1,1,0.546,0,0
5b3397f7,2848.0,footwear,COD,500014,2026-01-16T11:30:00,agent_36,257,footwear,4036.14,attr_3,footwear,2848.0,attr_3,user_392,959.6,footwear,1090,1,0.19,1,1,1,0.133,0,0
fea86af0,3994.14,groceries,prepaid,50009,2026-02-22T22:07:00,agent_17,0,groceries,5198.0,attr_4,groceries,3994.14,attr_4,user_2,3219.04,groceries,1494,1,0.91,1,1,1,0.637,1,0
997e38eb,4657.5,home,COD,50007,2026-04-19T08:48:00,agent_51,6,home,6858.82,attr_4,home,4657.5,attr_4,user_264,960.93,home,419,1,0.9,1,1,1,0.63,1,0
fb157b4f,9283.84,groceries,COD,50004,2026-04-26T23:10:00,agent_17,265,groceries,7799.19,attr_4,groceries,9283.84,attr_4,user_199,589.07,flights,383,1,0.38,1,0,1,0.114,0,0
1c6db4e8,1288.15,home,COD,50002,2026-05-18T23:37:00,agent_53,141,home,1977.34,attr_5,home,1288.15,attr_5,user_120,5857.82,home,1195,1,0.26,1,1,1,0.182,1,0
b82e9f58,4503.55,flights,COD,500020,2026-03-27T15:10:00,agent_51,28,flights,7253.33,attr_2,flights,4503.55,attr_2,user_387,5278.45,flights,1047,1,0.77,1,1,1,0.539,1,0
74df397e,887.45,flights,prepaid,500016,2026-01-03T15:51:00,agent_57,27,flights,629.66,attr_3,flights,887.45,attr_3,user_365,3521.57,fashion,252,1,0.92,1,0,1,0.276,0,0
d09308a9,3575.07,groceries,COD,50007,2026-04-18T17:08:00,agent_5,154,groceries,5393.66,attr_5,groceries,3575.07,attr_5,user_259,1102.01,groceries,1046,1,0.34,1,1,1,0.238,0,0
32cbdaed,1650.82,groceries,prepaid,500020,2026-01-05T08:28:00,agent_10,42,groceries,1702.06,attr_5,groceries,1650.82,attr_5,user_384,1837.27,fashion,884,1,0.56,1,1,1,0.168,0,0
962ffe87,4376.93,flights,COD,500019,2026-05-10T18:45:00,agent_50,10,flights,6535.01,attr_1,flights,4376.93,attr_1,user_231,2349.42,flights,1216,1,0.63,1,1,1,0.441,0,0
65423297,5332.28,flights,COD,500011,2026-04-05T23:39:00,agent_25,64,flights,6634.75,attr_3,flights,5332.28,attr_3,user_72,4226.25,groceries,399,1,0.78,1,1,1,0.234,0,0
7b6b66fb,1060.97,flights,COD,50003,2026-04-20T22:34:00,agent_44,96,flights,974.3,attr_5,flights,1060.97,attr_2,user_415,4943.55,flights,648,1,0.46,1,0,0,0.322,0,0
82e41316,5723.54,groceries,COD,500014,2026-04-05T01:56:00,agent_28,520,groceries,7618.18,attr_1,groceries,5723.54,attr_1,user_479,4723.29,groceries,299,1,0.14,1,1,1,0.098,1,0
4744c91f,4866.42,footwear,COD,500016,2026-03-30T02:44:00,agent_35,153,footwear,7307.48,attr_3,footwear,4866.42,attr_3,user_22,3231.51,footwear,363,1,0.86,1,1,1,0.602,0,0
426a4793,3357.15,flights,prepaid,50009,2026-02-06T20:28:00,agent_1,248,flights,4608.37,attr_1,flights,3357.15,attr_1,user_116,2201.64,flights,1251,1,0.98,1,1,1,0.686,0,0
a8fc1f57,2517.54,flights,COD,500015,2026-03-28T13:04:00,agent_32,122,flights,1577.63,attr_4,flights,2517.54,attr_2,user_148,1974.55,flights,1141,1,0.48,1,0,0,0.336,1,0
9f72c8c2,1258.18,home,COD,50001,2026-04-26T10:10:00,agent_31,35,home,1969.49,attr_4,home,1258.18,attr_4,user_407,2110.58,fashion,1423,1,0.49,1,1,1,0.147,0,0
d02e567e,7454.7,home,prepaid,500017,2026-04-28T15:42:00,agent_1,53,home,6709.09,attr_4,home,7454.7,attr_4,user_382,3142.67,home,1313,1,0.07,1,0,1,0.049,0,0
66e2d3ea,1485.88,fashion,COD,50009,2026-03-27T08:55:00,agent_34,116,fashion,1859.66,attr_1,fashion,1485.88,attr_1,user_347,5893.73,fashion,971,1,0.83,1,1,1,0.581,1,0
e90a4875,4199.39,electronics,prepaid,50003,2026-05-05T12:30:00,agent_29,1,electronics,4729.37,attr_3,electronics,4199.39,attr_3,user_260,1453.95,electronics,61,1,0.99,1,1,1,0.693,0,0
f58eda7e,1488.17,flights,prepaid,50001,2026-03-13T17:38:00,agent_28,388,flights,2435.4,attr_3,flights,1488.17,attr_3,user_55,2487.01,flights,1084,1,0.94,1,1,1,0.658,0,0
19bb7fee,2260.31,groceries,COD,50007,2026-01-26T17:37:00,agent_58,25,groceries,2846.74,attr_5,groceries,2260.31,attr_5,user_343,1958.61,groceries,276,1,0.47,1,1,1,0.329,0,0
6dfe53d1,2257.33,groceries,prepaid,50005,2026-05-03T23:59:00,agent_7,74,groceries,2705.88,attr_3,groceries,2257.33,attr_3,user_238,2862.68,electronics,1196,1,0.3,1,1,1,0.09,0,0
a1e22e7f,8086.23,groceries,COD,500015,2026-03-19T15:50:00,agent_31,69,groceries,5164.44,attr_3,groceries,8086.23,attr_5,user_393,1873.91,electronics,1304,1,0.14,1,0,0,0.042,0,1
d301d749,1485.86,electronics,prepaid,50004,2026-04-08T14:12:00,agent_23,240,electronics,1263.49,attr_2,electronics,1485.86,attr_4,user_331,1872.49,electronics,101,1,0.58,1,0,0,0.406,0,0
9aae4a25,2179.66,footwear,prepaid,500013,2026-03-02T04:44:00,agent_7,321,footwear,2487.51,attr_1,footwear,2179.66,attr_1,user_23,2452.76,home,282,1,0.28,1,1,1,0.084,0,0
68294886,2538.74,fashion,COD,500010,2026-01-30T18:48:00,agent_36,155,fashion,2972.34,attr_1,fashion,2538.74,attr_1,user_453,931.94,fashion,1070,1,0.72,1,1,1,0.504,0,0
712ad585,3758.98,fashion,COD,500015,2026-02-24T07:24:00,agent_27,163,fashion,4298.25,attr_2,fashion,3758.98,attr_2,user_233,2812.81,fashion,1089,1,0.27,1,1,1,0.189,0,0
bb8a6dc9,2992.93,fashion,COD,500017,2026-03-10T21:20:00,agent_34,137,fashion,2507.08,attr_2,fashion,2992.93,attr_2,user_100,682.78,fashion,1045,0,0.45,1,0,1,0.315,1,0
2fdaf533,7400.05,groceries,COD,50003,2026-05-14T15:03:00,agent_21,133,groceries,6255.03,attr_4,groceries,7400.05,attr_2,user_150,5237.5,home,786,1,0.38,1,0,0,0.114,0,0
bbba0901,2675.6,electronics,COD,500016,2026-04-01T14:04:00,agent_55,23,electronics,1713.99,attr_3,electronics,2675.6,attr_2,user_465,2716.43,electronics,375,1,0.68,1,0,0,0.476,0,0
153cc407,10144.26,footwear,COD,500020,2026-02-05T19:31:00,agent_39,194,footwear,6521.05,attr_1,footwear,10144.26,attr_1,user_394,3398.59,footwear,1078,1,0.3,1,0,1,0.21,1,0
f0bd7174,1116.85,flights,COD,500015,2026-05-14T10:33:00,agent_47,77,flights,1428.48,attr_5,flights,1116.85,attr_5,user_306,3896.05,flights,1378,1,0.93,1,1,1,0.651,0,0
d5027125,7499.97,fashion,COD,500010,2026-01-27T01:06:00,agent_55,97,fashion,7537.23,attr_3,fashion,7499.97,attr_3,user_452,2499.55,footwear,1455,0,0.56,1,1,1,0.168,1,0
278817cf,3305.62,home,COD,50007,2026-03-04T15:37:00,agent_56,35,home,4349.3,attr_4,home,3305.62,attr_4,user_110,5693.22,home,612,1,0.89,1,1,1,0.623,0,0
6471ce0c,3667.24,flights,prepaid,500011,2026-04-25T23:54:00,agent_34,163,groceries,2540.89,attr_2,flights,3667.24,attr_4,user_175,1267.49,footwear,340,1,1.0,0,0,0,0.3,0,0
f0f772c3,4796.53,footwear,COD,500016,2026-04-29T11:05:00,agent_46,305,footwear,6521.18,attr_3,footwear,4796.53,attr_3,user_335,5336.02,footwear,1115,1,0.81,1,1,1,0.567,0,0
3e034b66,3049.83,fashion,prepaid,50006,2026-04-25T18:40:00,agent_24,165,fashion,4375.66,attr_5,fashion,3049.83,attr_5,user_176,1249.89,fashion,651,0,0.97,1,1,1,0.679,0,1
6143fe89,7850.36,groceries,COD,50003,2026-04-13T14:06:00,agent_54,59,groceries,7962.92,attr_5,groceries,7850.36,attr_5,user_37,3418.73,electronics,782,1,0.55,1,1,1,0.165,1,0
f9c19113,2809.8,electronics,prepaid,500019,2026-02-05T14:17:00,agent_39,22,electronics,3865.37,attr_4,electronics,2809.8,attr_4,user_468,2533.66,electronics,208,1,0.87,1,1,1,0.609,0,0
f34a0f7b,2194.99,groceries,COD,50002,2026-05-02T02:15:00,agent_17,43,groceries,2226.96,attr_3,groceries,2194.99,attr_3,user_208,1720.15,groceries,1348,1,0.42,1,1,1,0.294,1,0
d3a25dd0,6391.33,flights,COD,500013,2026-03-18T18:29:00,agent_52,12,electronics,4400.31,attr_5,flights,6391.33,attr_3,user_439,1753.26,electronics,1032,1,0.71,0,0,0,0.213,1,0
c37b115e,9182.18,electronics,COD,500019,2026-03-01T12:48:00,agent_11,16,electronics,6620.46,attr_4,electronics,9182.18,attr_2,user_31,785.3,electronics,243,1,0.86,1,0,0,0.602,0,0
1cd27d39,3541.6,groceries,COD,50002,2026-01-11T17:17:00,agent_10,9,groceries,3687.99,attr_2,groceries,3541.6,attr_2,user_477,4085.9,groceries,257,1,0.44,1,1,1,0.308,0,0
dfd9b1ed,1072.25,groceries,COD,50007,2026-01-24T16:28:00,agent_47,74,groceries,1135.03,attr_5,groceries,1072.25,attr_5,user_385,1822.7,groceries,280,0,0.78,1,1,1,0.546,0,0
d6a8d939,1841.86,electronics,prepaid,50003,2026-05-06T19:32:00,agent_12,7,electronics,1565.32,attr_2,electronics,1841.86,attr_5,user_106,4255.87,electronics,81,1,0.69,1,0,0,0.483,1,0
26d797f8,5396.27,home,COD,500011,2026-04-09T09:52:00,agent_49,26,home,5896.51,attr_1,home,5396.27,attr_1,user_460,1875.05,flights,886,1,0.88,1,1,1,0.264,1,0
2b5ffdfc,2311.68,fashion,prepaid,500018,2026-03-11T16:15:00,agent_36,152,fashion,3690.48,attr_5,fashion,2311.68,attr_5,user_268,4357.08,home,348,1,0.62,1,1,1,0.186,0,0
128592ab,7935.73,electronics,COD,500012,2026-01-25T18:38:00,agent_22,13,electronics,5455.94,attr_2,electronics,7935.73,attr_2,user_60,3756.9,electronics,920,1,0.17,1,0,1,0.119,1,0
efb84e33,8815.63,home,COD,50004,2026-01-11T15:35:00,agent_46,100,groceries,6589.44,attr_5,home,8815.63,attr_2,user_240,3889.03,footwear,475,1,0.16,0,0,0,0.048,0,0
57a66f9a,4921.4,footwear,COD,50002,2026-04-13T18:11:00,agent_40,129,footwear,5881.88,attr_2,footwear,4921.4,attr_2,user_324,4608.94,footwear,1490,1,0.83,1,1,1,0.581,0,0
a3a27ada,4190.43,footwear,COD,50003,2026-01-28T18:37:00,agent_41,160,footwear,5338.11,attr_4,footwear,4190.43,attr_4,user_237,5019.29,footwear,362,1,0.25,1,1,1,0.175,0,0
a1e54791,5928.36,fashion,COD,50002,2026-02-14T07:36:00,agent_47,50,fashion,4157.22,attr_1,fashion,5928.36,attr_1,user_160,3583.5,electronics,820,1,0.06,1,0,1,0.018,1,0
d1220fa3,1985.64,footwear,COD,500020,2026-05-14T12:36:00,agent_8,30,footwear,3147.61,attr_4,footwear,1985.64,attr_4,user_395,1196.2,footwear,466,1,0.6,1,1,1,0.42,0,0
afafa3f8,2869.04,home,COD,500019,2026-05-18T03:50:00,agent_33,201,home,3209.64,attr_3,home,2869.04,attr_3,user_479,1399.53,home,739,1,0.73,1,1,1,0.511,0,0
022f5789,2869.92,fashion,prepaid,500017,2026-04-07T04:11:00,agent_52,92,fashion,2448.15,attr_5,fashion,2869.92,attr_5,user_407,559.49,fashion,611,1,0.56,1,0,1,0.392,1,0
7e548e22,5857.97,electronics,COD,500013,2026-02-27T15:26:00,agent_10,226,electronics,6948.5,attr_2,electronics,5857.97,attr_2,user_54,1321.64,electronics,1041,1,0.83,1,1,1,0.581,0,0
