order_id,order_value,category,payment_mode,pincode,timestamp,agent_id,agent_age_days,intent_category,intent_max_price,intent_key_attribute,order_category,order_price,order_key_attribute,user_id,user_historical_avg_order_value,user_historical_category,user_account_age_days,device_ip_consistency,user_past_over_budget_kept_rate,category_match,price_within_budget,attribute_match,preference_fit_signal,is_fraud,is_return_or_mismatch,true_spike_window,true_ring_id,fraud_risk_score,intent_match_confidence,preference_fit_score,decision,reason
txn_000561,4458.47,home,COD,50008,2026-01-07T16:07:00,agent_4,207,home,5977.18,attr_2,home,4458.47,attr_2,user_217,4509.89,home,679,1,0.38,1,1,1,0.266,0,0,False,-1,0.253,0.723,0.38,HOLD_QUICK_VERIFY,"Fraud-risk score 0.25 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000562,8295.36,groceries,COD,500017,2026-01-08T21:13:00,agent_6,407,groceries,6884.16,attr_4,groceries,8295.36,attr_1,user_61,5780.11,flights,529,1,0.96,1,0,0,0.288,0,0,False,-1,0.491,0.302,0.192,HOLD_FRAUD_REVIEW,Fraud-risk score 0.49 exceeds the high-confidence threshold 0.45 — held for manual fraud review.
txn_000563,3386.93,flights,prepaid,50001,2026-01-07T21:19:00,agent_8,46,flights,2867.51,attr_1,flights,3386.93,attr_1,user_173,1302.01,flights,1416,1,0.68,1,0,1,0.476,0,1,False,-1,0.211,0.395,0.68,HOLD_CONFIRM_WITH_HUMAN,"Order deviates from stated intent (intent-match confidence 0.39), but this customer's history (preference-fit 0.68) suggests they may welcome this — routed to a quick human confirmation instead of auto-block."
txn_000564,6117.04,groceries,COD,50008,2026-01-14T12:07:00,agent_28,112,groceries,7358.2,attr_4,groceries,6117.04,attr_4,user_468,1091.49,groceries,617,1,0.87,1,1,1,0.609,0,0,False,-1,0.294,0.723,0.87,HOLD_CONFIRM_WITH_HUMAN,"Fraud-risk score 0.29 is borderline (within 0.05 of threshold 0.25), but strong customer history (0.87) and a clean device/IP signal on this transaction downgrade this to human confirmation rather than fraud review."
txn_000565,5072.63,flights,COD,50009,2026-01-05T05:02:00,agent_27,74,flights,5578.24,attr_1,flights,5072.63,attr_1,user_214,636.23,flights,1354,0,0.49,1,1,1,0.343,1,0,False,-1,0.553,0.723,0.49,HOLD_FRAUD_REVIEW,Fraud-risk score 0.55 exceeds the high-confidence threshold 0.45 — held for manual fraud review.
txn_000566,5548.29,flights,COD,50002,2026-01-14T15:56:00,agent_24,555,flights,7887.84,attr_3,flights,5548.29,attr_3,user_283,3844.61,fashion,992,1,0.29,1,1,1,0.087,0,0,False,-1,0.219,0.723,0.058,AUTO_APPROVE,Low fraud-risk (0.22) and high intent-match confidence (0.72) — auto-approved.
txn_000567,12117.11,electronics,COD,50005,2026-01-07T22:20:00,agent_27,32,electronics,7717.85,attr_4,electronics,12117.11,attr_4,user_216,2437.54,electronics,1266,1,0.42,1,0,1,0.294,1,0,False,-1,0.474,0.322,0.42,HOLD_FRAUD_REVIEW,Fraud-risk score 0.47 exceeds the high-confidence threshold 0.45 — held for manual fraud review.
txn_000568,1714.52,footwear,prepaid,50003,2026-01-14T15:07:00,agent_16,151,footwear,1716.38,attr_1,footwear,1714.52,attr_1,user_195,5877.4,footwear,507,1,0.05,1,1,1,0.035,0,0,False,-1,0.201,0.723,0.05,AUTO_APPROVE,Low fraud-risk (0.20) and high intent-match confidence (0.72) — auto-approved.
txn_000569,3501.42,home,prepaid,50002,2026-01-09T07:03:00,agent_28,11,home,2788.42,attr_2,home,3501.42,attr_3,user_199,4258.04,groceries,1441,1,0.49,1,0,0,0.147,1,0,False,-1,0.453,0.294,0.098,HOLD_FRAUD_REVIEW,Fraud-risk score 0.45 exceeds the high-confidence threshold 0.45 — held for manual fraud review.
txn_000570,6296.09,flights,COD,50004,2026-01-05T18:17:00,agent_44,54,flights,6334.55,attr_5,flights,6296.09,attr_5,user_353,5039.68,flights,813,0,0.39,1,1,1,0.273,1,0,False,-1,0.555,0.723,0.39,HOLD_FRAUD_REVIEW,Fraud-risk score 0.56 exceeds the high-confidence threshold 0.45 — held for manual fraud review.
txn_000571,4262.16,electronics,COD,500018,2026-01-10T22:09:00,agent_54,54,electronics,6896.68,attr_3,electronics,4262.16,attr_3,user_202,5298.67,electronics,1137,0,0.62,1,1,1,0.434,0,0,False,-1,0.251,0.723,0.62,HOLD_QUICK_VERIFY,"Fraud-risk score 0.25 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000572,2794.42,electronics,prepaid,500020,2026-01-14T18:38:00,agent_5,227,electronics,1830.72,attr_5,electronics,2794.42,attr_1,user_382,3183.69,electronics,1310,1,0.4,1,0,0,0.28,0,0,False,-1,0.204,0.25,0.4,HOLD_LIKELY_MISMATCH,"Order deviates from stated intent (intent-match confidence 0.25) and doesn't align with this customer's history (preference-fit 0.40) — likely a mistaken purchase, held to prevent a probable return."
txn_000573,2404.93,footwear,prepaid,500015,2026-01-02T07:36:00,agent_40,146,footwear,3263.04,attr_5,footwear,2404.93,attr_5,user_280,1846.79,footwear,29,1,0.84,1,1,1,0.588,0,0,False,-1,0.184,0.723,0.5,AUTO_APPROVE,Low fraud-risk (0.18) and high intent-match confidence (0.72) — auto-approved.
txn_000574,5635.13,footwear,prepaid,50006,2026-01-03T09:14:00,agent_20,489,footwear,7151.88,attr_5,footwear,5635.13,attr_5,user_479,4771.65,footwear,1113,1,0.14,1,1,1,0.098,0,0,False,-1,0.198,0.723,0.14,AUTO_APPROVE,Low fraud-risk (0.20) and high intent-match confidence (0.72) — auto-approved.
txn_000575,2419.65,footwear,prepaid,500011,2026-01-09T15:57:00,agent_50,16,footwear,3338.29,attr_1,footwear,2419.65,attr_1,user_3,3870.68,footwear,1244,1,0.55,1,1,1,0.385,1,0,False,-1,0.438,0.723,0.55,HOLD_QUICK_VERIFY,"Fraud-risk score 0.44 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000576,3058.09,flights,COD,500017,2026-01-09T18:05:00,agent_50,291,flights,3497.25,attr_2,flights,3058.09,attr_2,user_390,4341.21,flights,1167,1,0.35,1,1,1,0.245,1,0,True,-1,0.316,0.723,0.35,HOLD_QUICK_VERIFY,"Fraud-risk score 0.32 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000577,3490.27,home,prepaid,50002,2026-01-01T23:17:00,agent_58,27,home,3852.31,attr_4,home,3490.27,attr_4,user_43,3968.44,home,1146,1,0.7,1,1,1,0.49,0,0,False,-1,0.221,0.723,0.7,AUTO_APPROVE,Low fraud-risk (0.22) and high intent-match confidence (0.72) — auto-approved.
txn_000578,6323.24,footwear,prepaid,500014,2026-01-08T23:13:00,agent_11,79,footwear,7990.65,attr_1,footwear,6323.24,attr_1,user_168,2345.57,footwear,702,1,0.49,1,1,1,0.343,0,0,False,-1,0.306,0.723,0.49,HOLD_QUICK_VERIFY,"Fraud-risk score 0.31 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000579,4023.32,fashion,COD,50005,2026-01-09T17:49:00,agent_40,39,fashion,4646.38,attr_2,fashion,4023.32,attr_2,user_326,1661.47,electronics,851,1,0.78,1,1,1,0.234,0,0,True,-1,0.216,0.723,0.156,AUTO_APPROVE,Low fraud-risk (0.22) and high intent-match confidence (0.72) — auto-approved.
txn_000580,4752.34,groceries,prepaid,500016,2026-01-07T19:19:00,agent_38,25,groceries,5764.47,attr_4,groceries,4752.34,attr_4,user_264,4052.99,groceries,540,1,0.96,1,1,1,0.672,0,0,False,-1,0.214,0.723,0.96,AUTO_APPROVE,Low fraud-risk (0.21) and high intent-match confidence (0.72) — auto-approved.
txn_000581,1381.7,groceries,COD,500020,2026-01-01T11:25:00,agent_36,165,groceries,2024.59,attr_2,groceries,1381.7,attr_2,user_467,4797.83,groceries,666,1,0.83,1,1,1,0.581,0,0,False,-1,0.294,0.723,0.83,HOLD_CONFIRM_WITH_HUMAN,"Fraud-risk score 0.29 is borderline (within 0.05 of threshold 0.25), but strong customer history (0.83) and a clean device/IP signal on this transaction downgrade this to human confirmation rather than fraud review."
txn_000582,1484.77,fashion,COD,50004,2026-01-11T11:27:00,agent_42,115,fashion,1831.6,attr_3,fashion,1484.77,attr_3,user_189,3596.9,flights,455,1,0.28,1,1,1,0.084,1,0,False,-1,0.323,0.723,0.056,HOLD_QUICK_VERIFY,"Fraud-risk score 0.32 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000583,2742.23,groceries,COD,50005,2026-01-12T03:00:00,agent_23,97,groceries,4494.72,attr_5,groceries,2742.23,attr_5,user_487,1256.33,groceries,276,1,0.97,1,1,1,0.679,0,0,False,-1,0.203,0.723,0.97,AUTO_APPROVE,Low fraud-risk (0.20) and high intent-match confidence (0.72) — auto-approved.
txn_000584,1978.65,electronics,COD,50005,2026-01-09T14:57:00,agent_40,22,electronics,2193.89,attr_3,electronics,1978.65,attr_3,user_472,1033.54,electronics,132,1,0.98,1,1,1,0.686,0,0,False,-1,0.219,0.723,0.98,AUTO_APPROVE,Low fraud-risk (0.22) and high intent-match confidence (0.72) — auto-approved.
txn_000585,2281.07,home,prepaid,500011,2026-01-09T20:48:00,agent_9,357,home,2391.25,attr_2,home,2281.07,attr_2,user_81,4037.0,home,1435,0,0.4,1,1,1,0.28,0,0,False,-1,0.258,0.723,0.4,HOLD_QUICK_VERIFY,"Fraud-risk score 0.26 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000586,6194.35,fashion,COD,50002,2026-01-14T13:39:00,agent_2,23,fashion,5681.41,attr_4,fashion,6194.35,attr_4,user_403,3971.3,fashion,873,1,0.57,1,0,1,0.399,0,0,False,-1,0.365,0.412,0.57,HOLD_QUICK_VERIFY,"Fraud-risk score 0.37 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000587,2240.92,groceries,prepaid,50004,2026-01-13T06:51:00,agent_9,169,groceries,2788.65,attr_5,groceries,2240.92,attr_5,user_266,5539.8,groceries,57,1,0.09,1,1,1,0.063,1,0,False,-1,0.408,0.723,0.09,HOLD_QUICK_VERIFY,"Fraud-risk score 0.41 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000588,5436.16,home,COD,50003,2026-01-09T21:00:00,agent_18,249,fashion,4203.59,attr_2,home,5436.16,attr_5,user_337,5545.24,fashion,1287,1,0.71,0,0,0,0.213,0,1,False,-1,0.324,0.15,0.142,HOLD_QUICK_VERIFY,"Fraud-risk score 0.32 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000589,1185.42,home,COD,500014,2026-01-03T01:14:00,agent_38,226,home,1362.84,attr_1,home,1185.42,attr_1,user_267,1066.99,home,40,1,0.64,1,1,1,0.448,0,0,False,-1,0.434,0.723,0.64,HOLD_QUICK_VERIFY,"Fraud-risk score 0.43 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000590,4085.83,footwear,prepaid,500010,2026-01-08T17:34:00,agent_10,12,footwear,6580.74,attr_4,footwear,4085.83,attr_4,user_341,916.27,footwear,189,1,0.42,1,1,1,0.294,0,0,False,-1,0.213,0.723,0.42,AUTO_APPROVE,Low fraud-risk (0.21) and high intent-match confidence (0.72) — auto-approved.
txn_000591,2410.28,groceries,COD,50003,2026-01-10T21:42:00,agent_38,12,groceries,2183.98,attr_3,groceries,2410.28,attr_2,user_105,4953.29,fashion,495,1,0.77,1,0,0,0.231,1,0,False,-1,0.508,0.32,0.154,HOLD_FRAUD_REVIEW,Fraud-risk score 0.51 exceeds the high-confidence threshold 0.45 — held for manual fraud review.
txn_000592,3625.97,groceries,COD,50005,2026-01-11T02:22:00,agent_39,180,groceries,4469.8,attr_1,groceries,3625.97,attr_1,user_471,1573.85,groceries,594,1,0.94,1,1,1,0.658,0,0,False,-1,0.219,0.723,0.94,AUTO_APPROVE,Low fraud-risk (0.22) and high intent-match confidence (0.72) — auto-approved.
txn_000593,3394.72,electronics,prepaid,500014,2026-01-04T06:08:00,agent_1,9,electronics,3783.38,attr_1,electronics,3394.72,attr_1,user_470,890.51,electronics,1089,1,0.73,1,1,1,0.511,0,0,False,-1,0.436,0.723,0.73,HOLD_QUICK_VERIFY,"Fraud-risk score 0.44 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000594,6555.21,electronics,prepaid,50001,2026-01-10T04:24:00,agent_11,467,electronics,7765.21,attr_2,electronics,6555.21,attr_2,user_73,1772.9,electronics,970,1,0.57,1,1,1,0.399,0,0,False,-1,0.214,0.723,0.57,AUTO_APPROVE,Low fraud-risk (0.21) and high intent-match confidence (0.72) — auto-approved.
txn_000595,3502.12,home,COD,500018,2026-01-12T23:49:00,agent_30,72,home,3714.85,attr_1,home,3502.12,attr_1,user_229,1601.13,home,1276,1,0.16,1,1,1,0.112,0,0,False,-1,0.212,0.723,0.16,AUTO_APPROVE,Low fraud-risk (0.21) and high intent-match confidence (0.72) — auto-approved.
txn_000596,2351.6,footwear,COD,500015,2026-01-06T00:19:00,agent_14,321,footwear,2479.79,attr_5,footwear,2351.6,attr_5,user_483,5091.11,footwear,1113,0,1.0,1,1,1,0.7,1,0,False,-1,0.312,0.723,1.0,HOLD_QUICK_VERIFY,"Fraud-risk score 0.31 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000597,5191.13,flights,COD,500019,2026-01-06T14:01:00,agent_1,44,flights,4929.76,attr_2,flights,5191.13,attr_4,user_76,2721.98,flights,864,1,0.96,1,0,0,0.672,0,1,True,-1,0.413,0.329,0.96,HOLD_QUICK_VERIFY,"Fraud-risk score 0.41 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000598,5565.33,groceries,COD,50009,2026-01-11T05:16:00,agent_25,7,footwear,4622.82,attr_2,groceries,5565.33,attr_2,user_377,3057.21,footwear,238,1,0.06,0,0,1,0.018,1,0,False,-1,0.463,0.218,0.012,HOLD_FRAUD_REVIEW,Fraud-risk score 0.46 exceeds the high-confidence threshold 0.45 — held for manual fraud review.
txn_000599,2130.27,flights,prepaid,500019,2026-01-09T12:12:00,agent_51,493,flights,3531.73,attr_1,flights,2130.27,attr_1,user_15,4891.85,flights,736,1,0.09,1,1,1,0.063,0,0,False,-1,0.204,0.723,0.09,AUTO_APPROVE,Low fraud-risk (0.20) and high intent-match confidence (0.72) — auto-approved.
txn_000600,2531.04,groceries,prepaid,50001,2026-01-12T04:13:00,agent_18,13,groceries,2380.26,attr_2,groceries,2531.04,attr_2,user_138,3839.48,fashion,571,0,0.18,1,0,1,0.054,1,0,False,-1,0.522,0.418,0.036,HOLD_FRAUD_REVIEW,Fraud-risk score 0.52 exceeds the high-confidence threshold 0.45 — held for manual fraud review.
txn_000601,6243.52,flights,COD,50006,2026-01-09T00:03:00,agent_48,100,flights,6526.12,attr_3,flights,6243.52,attr_3,user_11,4860.13,flights,1342,1,0.13,1,1,1,0.091,1,0,False,-1,0.455,0.723,0.13,HOLD_FRAUD_REVIEW,Fraud-risk score 0.45 exceeds the high-confidence threshold 0.45 — held for manual fraud review.
txn_000602,751.61,home,COD,500013,2026-01-11T09:51:00,agent_15,140,home,1073.68,attr_4,home,751.61,attr_4,user_200,5353.88,home,1107,1,0.45,1,1,1,0.315,0,0,False,-1,0.202,0.723,0.45,AUTO_APPROVE,Low fraud-risk (0.20) and high intent-match confidence (0.72) — auto-approved.
txn_000603,8950.8,footwear,prepaid,500018,2026-01-11T00:32:00,agent_26,149,footwear,6332.56,attr_2,footwear,8950.8,attr_2,user_108,1092.05,footwear,989,1,0.81,1,0,1,0.567,0,0,False,-1,0.195,0.35,0.81,HOLD_CONFIRM_WITH_HUMAN,"Order deviates from stated intent (intent-match confidence 0.35), but this customer's history (preference-fit 0.81) suggests they may welcome this — routed to a quick human confirmation instead of auto-block."
txn_000604,1514.14,flights,COD,50008,2026-01-13T12:58:00,agent_16,25,flights,1406.26,attr_2,flights,1514.14,attr_1,user_112,747.24,flights,916,1,0.29,1,0,0,0.203,0,0,False,-1,0.223,0.325,0.29,HOLD_LIKELY_MISMATCH,"Order deviates from stated intent (intent-match confidence 0.32) and doesn't align with this customer's history (preference-fit 0.29) — likely a mistaken purchase, held to prevent a probable return."
txn_000605,7946.34,electronics,prepaid,500018,2026-01-01T18:53:00,agent_42,12,electronics,6258.17,attr_4,electronics,7946.34,attr_2,user_267,2598.57,electronics,92,0,0.17,1,0,0,0.119,0,0,False,-1,0.206,0.291,0.17,HOLD_LIKELY_MISMATCH,"Order deviates from stated intent (intent-match confidence 0.29) and doesn't align with this customer's history (preference-fit 0.17) — likely a mistaken purchase, held to prevent a probable return."
txn_000606,2547.45,fashion,COD,50009,2026-01-01T15:28:00,agent_25,228,fashion,4221.32,attr_5,fashion,2547.45,attr_5,user_236,3333.42,groceries,344,1,0.71,1,1,1,0.213,1,0,False,-1,0.404,0.723,0.142,HOLD_QUICK_VERIFY,"Fraud-risk score 0.40 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000607,2702.23,footwear,prepaid,500018,2026-01-09T06:17:00,agent_38,52,footwear,1884.39,attr_5,footwear,2702.23,attr_5,user_266,1655.38,footwear,1253,1,0.38,1,0,1,0.266,0,1,False,-1,0.187,0.347,0.38,HOLD_LIKELY_MISMATCH,"Order deviates from stated intent (intent-match confidence 0.35) and doesn't align with this customer's history (preference-fit 0.38) — likely a mistaken purchase, held to prevent a probable return."
txn_000608,1881.62,footwear,prepaid,500019,2026-01-08T04:50:00,agent_3,172,footwear,1648.53,attr_4,footwear,1881.62,attr_5,user_129,3253.32,footwear,1389,1,0.42,1,0,0,0.294,0,0,False,-1,0.193,0.313,0.42,HOLD_LIKELY_MISMATCH,"Order deviates from stated intent (intent-match confidence 0.31) and doesn't align with this customer's history (preference-fit 0.42) — likely a mistaken purchase, held to prevent a probable return."
txn_000609,2677.63,electronics,COD,500015,2026-01-12T12:08:00,agent_45,80,electronics,1814.64,attr_2,electronics,2677.63,attr_2,user_376,2443.96,electronics,192,1,0.35,1,0,1,0.245,0,0,False,-1,0.205,0.339,0.35,HOLD_LIKELY_MISMATCH,"Order deviates from stated intent (intent-match confidence 0.34) and doesn't align with this customer's history (preference-fit 0.35) — likely a mistaken purchase, held to prevent a probable return."
txn_000610,4336.09,flights,prepaid,50001,2026-01-08T13:17:00,agent_2,378,flights,5416.33,attr_1,flights,4336.09,attr_1,user_274,4881.81,flights,1382,1,0.2,1,1,1,0.14,0,0,False,-1,0.22,0.723,0.2,AUTO_APPROVE,Low fraud-risk (0.22) and high intent-match confidence (0.72) — auto-approved.
txn_000611,6109.35,home,COD,500016,2026-01-12T22:19:00,agent_36,24,home,5255.03,attr_5,home,6109.35,attr_3,user_50,1889.82,home,465,1,0.41,1,0,0,0.287,1,0,False,-1,0.467,0.31,0.41,HOLD_FRAUD_REVIEW,Fraud-risk score 0.47 exceeds the high-confidence threshold 0.45 — held for manual fraud review.
txn_000612,5176.99,footwear,prepaid,50004,2026-01-01T11:11:00,agent_42,54,footwear,4314.07,attr_5,footwear,5176.99,attr_2,user_294,913.6,footwear,754,1,0.88,1,0,0,0.616,0,0,False,-1,0.301,0.303,0.88,HOLD_QUICK_VERIFY,"Fraud-risk score 0.30 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000613,2012.93,fashion,COD,50007,2026-01-01T11:49:00,agent_12,299,fashion,2308.04,attr_3,fashion,2012.93,attr_3,user_372,3974.59,fashion,16,0,0.81,1,1,1,0.567,1,0,False,-1,0.494,0.723,0.5,HOLD_FRAUD_REVIEW,Fraud-risk score 0.49 exceeds the high-confidence threshold 0.45 — held for manual fraud review.
txn_000614,5614.28,electronics,COD,50003,2026-01-05T15:50:00,agent_9,115,electronics,3878.54,attr_3,electronics,5614.28,attr_3,user_331,5870.69,electronics,25,1,0.62,1,0,1,0.434,0,0,False,-1,0.248,0.344,0.5,HOLD_CONFIRM_WITH_HUMAN,"Order deviates from stated intent (intent-match confidence 0.34), but this customer's history (preference-fit 0.50) suggests they may welcome this — routed to a quick human confirmation instead of auto-block."
txn_000615,1346.95,flights,prepaid,500019,2026-01-12T16:09:00,agent_33,27,flights,1443.97,attr_1,flights,1346.95,attr_1,user_168,2045.76,flights,1479,1,0.61,1,1,1,0.427,0,0,False,-1,0.26,0.723,0.61,HOLD_QUICK_VERIFY,"Fraud-risk score 0.26 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000616,2158.75,groceries,COD,50006,2026-01-06T03:10:00,agent_27,25,groceries,3169.61,attr_5,groceries,2158.75,attr_5,user_351,2201.41,groceries,566,1,0.72,1,1,1,0.504,1,0,False,-1,0.267,0.723,0.72,HOLD_QUICK_VERIFY,"Fraud-risk score 0.27 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000617,4296.2,electronics,COD,50008,2026-01-14T14:26:00,agent_56,65,electronics,2891.55,attr_1,electronics,4296.2,attr_1,user_143,4488.13,electronics,75,1,0.94,1,0,1,0.658,0,0,False,-1,0.251,0.337,0.94,HOLD_CONFIRM_WITH_HUMAN,"Fraud-risk score 0.25 is borderline (within 0.05 of threshold 0.25), but strong customer history (0.94) and a clean device/IP signal on this transaction downgrade this to human confirmation rather than fraud review."
txn_000618,11670.43,footwear,prepaid,50007,2026-01-03T23:31:00,agent_37,13,fashion,7442.69,attr_1,footwear,11670.43,attr_5,user_159,5336.04,fashion,869,1,0.73,0,0,0,0.219,1,0,False,-1,0.477,0.123,0.146,HOLD_FRAUD_REVIEW,Fraud-risk score 0.48 exceeds the high-confidence threshold 0.45 — held for manual fraud review.
txn_000619,4276.2,flights,COD,500020,2026-01-09T15:55:00,agent_39,485,flights,2991.05,attr_1,flights,4276.2,attr_1,user_7,3092.05,flights,648,0,0.71,1,0,1,0.497,0,0,False,-1,0.407,0.347,0.71,HOLD_QUICK_VERIFY,"Fraud-risk score 0.41 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000620,5529.25,home,prepaid,50008,2026-01-14T11:54:00,agent_32,161,home,4130.56,attr_5,home,5529.25,attr_5,user_85,886.82,home,1387,1,0.96,1,0,1,0.672,0,0,False,-1,0.221,0.364,0.96,HOLD_CONFIRM_WITH_HUMAN,"Order deviates from stated intent (intent-match confidence 0.36), but this customer's history (preference-fit 0.96) suggests they may welcome this — routed to a quick human confirmation instead of auto-block."
txn_000621,5453.92,fashion,prepaid,500015,2026-01-03T10:20:00,agent_31,150,fashion,5853.17,attr_2,fashion,5453.92,attr_2,user_85,1740.07,fashion,1436,1,0.81,1,1,1,0.567,1,0,False,-1,0.427,0.723,0.81,HOLD_QUICK_VERIFY,"Fraud-risk score 0.43 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000622,6372.78,groceries,COD,500014,2026-01-03T01:59:00,agent_49,92,groceries,7015.29,attr_4,groceries,6372.78,attr_4,user_326,4132.29,groceries,1455,1,0.23,1,1,1,0.161,0,0,False,-1,0.296,0.723,0.23,HOLD_QUICK_VERIFY,"Fraud-risk score 0.30 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000623,2611.45,footwear,COD,50006,2026-01-14T03:45:00,agent_23,162,footwear,3196.18,attr_2,footwear,2611.45,attr_2,user_10,2137.32,footwear,1292,1,0.44,1,1,1,0.308,0,0,False,-1,0.227,0.723,0.44,AUTO_APPROVE,Low fraud-risk (0.23) and high intent-match confidence (0.72) — auto-approved.
txn_000624,2593.54,footwear,COD,500011,2026-01-02T18:13:00,agent_8,19,footwear,2765.22,attr_2,footwear,2593.54,attr_2,user_132,560.59,fashion,580,1,0.11,1,1,1,0.033,1,0,True,-1,0.378,0.723,0.022,HOLD_QUICK_VERIFY,"Fraud-risk score 0.38 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000625,715.16,electronics,prepaid,50007,2026-01-06T00:43:00,agent_29,7,electronics,558.99,attr_4,electronics,715.16,attr_1,user_77,5039.66,electronics,215,1,0.92,1,0,0,0.644,0,1,False,-1,0.229,0.29,0.92,HOLD_CONFIRM_WITH_HUMAN,"Order deviates from stated intent (intent-match confidence 0.29), but this customer's history (preference-fit 0.92) suggests they may welcome this — routed to a quick human confirmation instead of auto-block."
txn_000626,4339.21,home,COD,50009,2026-01-07T18:33:00,agent_24,300,groceries,2884.12,attr_2,home,4339.21,attr_5,user_252,4594.66,groceries,845,1,0.54,0,0,0,0.162,1,0,False,-1,0.391,0.129,0.108,HOLD_QUICK_VERIFY,"Fraud-risk score 0.39 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000627,6071.52,home,prepaid,50007,2026-01-03T15:08:00,agent_6,3,home,5650.36,attr_3,home,6071.52,attr_3,user_173,4528.02,home,994,1,0.61,1,0,1,0.427,0,0,False,-1,0.232,0.416,0.61,HOLD_CONFIRM_WITH_HUMAN,"Order deviates from stated intent (intent-match confidence 0.42), but this customer's history (preference-fit 0.61) suggests they may welcome this — routed to a quick human confirmation instead of auto-block."
txn_000628,3663.77,electronics,prepaid,500011,2026-01-02T15:36:00,agent_6,30,electronics,4036.08,attr_2,electronics,3663.77,attr_2,user_319,502.47,groceries,1026,1,0.81,1,1,1,0.243,0,0,False,-1,0.198,0.723,0.162,AUTO_APPROVE,Low fraud-risk (0.20) and high intent-match confidence (0.72) — auto-approved.
txn_000629,2797.82,fashion,COD,50003,2026-01-03T20:31:00,agent_16,27,fashion,3188.73,attr_3,fashion,2797.82,attr_3,user_30,551.06,fashion,14,1,0.7,1,1,1,0.49,1,0,False,-1,0.441,0.723,0.5,HOLD_QUICK_VERIFY,"Fraud-risk score 0.44 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000630,5254.14,footwear,prepaid,500014,2026-01-10T23:14:00,agent_53,162,footwear,5805.37,attr_4,footwear,5254.14,attr_4,user_390,4484.08,fashion,120,1,0.36,1,1,1,0.108,0,0,False,-1,0.259,0.723,0.072,HOLD_QUICK_VERIFY,"Fraud-risk score 0.26 is in the ambiguous [0.25, 0.45) band — not confidently fraud, but risky enough to require a quick re-verification step rather than a full manual fraud review."
txn_000631,3755.86,fashion,prepaid,50005,2026-01-03T11:02:00,agent_44,104,fashion,3508.07,attr_5,fashion,3755.86,attr_2,user_455,518.46,fashion,513,1,0.79,1,0,0,0.553,0,0,False,-1,0.209,0.326,0.79,HOLD_CONFIRM_WITH_HUMAN,"Order deviates from stated intent (intent-match confidence 0.33), but this customer's history (preference-fit 0.79) suggests they may welcome this — routed to a quick human confirmation instead of auto-block."
